Date,Open,High,Low,Close,Adj Close,Volume
2011-12-09,2342.590088,2342.590088,2342.590088,2342.590088,2342.590088,0
2011-12-12,2269.459961,2269.459961,2269.459961,2269.459961,2269.459961,0
2011-12-13,2260.979980,2260.979980,2260.979980,2260.979980,2260.979980,0
2011-12-14,2205.909912,2205.909912,2205.909912,2205.909912,2205.909912,0
2011-12-15,2224.889893,2224.889893,2224.889893,2224.889893,2224.889893,0
2011-12-16,2202.719971,2202.719971,2202.719971,2202.719971,2202.719971,0
2011-12-19,2202.949951,2202.949951,2202.949951,2202.949951,2202.949951,0
2011-12-20,2262.389893,2262.389893,2262.389893,2262.389893,2262.389893,0
2011-12-21,2244.350098,2244.350098,2244.350098,2244.350098,2244.350098,0
2011-12-22,2273.020020,2273.020020,2273.020020,2273.020020,2273.020020,0
2011-12-23,2290.370117,2290.370117,2290.370117,2290.370117,2290.370117,0
2011-12-27,2290.310059,2290.310059,2290.310059,2290.310059,2290.310059,0
2011-12-28,2255.030029,2255.030029,2255.030029,2255.030029,2255.030029,0
2011-12-29,2292.280029,2292.280029,2292.280029,2292.280029,2292.280029,0
2011-12-30,2316.550049,2316.550049,2316.550049,2316.550049,2316.550049,0
2012-01-03,2370.199951,2389.909912,2370.199951,2389.909912,2389.909912,0
2012-01-04,2349.889893,2349.889893,2349.889893,2349.889893,2349.889893,0
2012-01-05,2315.750000,2315.750000,2315.750000,2315.750000,2315.750000,0
2012-01-06,2298.649902,2298.649902,2298.649902,2298.649902,2298.649902,0
2012-01-09,2286.449951,2286.449951,2286.449951,2286.449951,2286.449951,0
2012-01-10,2347.469971,2347.469971,2347.469971,2347.469971,2347.469971,0
2012-01-11,2339.510010,2339.510010,2339.510010,2339.510010,2339.510010,0
2012-01-12,2345.850098,2345.850098,2345.850098,2345.850098,2345.850098,0
2012-01-13,2338.010010,2338.010010,2338.010010,2338.010010,2338.010010,0
2012-01-16,2361.560059,2361.560059,2361.560059,2361.560059,2361.560059,0
2012-01-17,2396.629883,2396.629883,2396.629883,2396.629883,2396.629883,0
2012-01-18,2390.639893,2390.639893,2390.639893,2390.639893,2390.639893,0
2012-01-19,2435.040039,2435.040039,2435.040039,2435.040039,2435.040039,0
2012-01-20,2426.959961,2426.959961,2426.959961,2426.959961,2426.959961,0
2012-01-23,2441.439941,2441.439941,2441.439941,2441.439941,2441.439941,0
2012-01-24,2432.070068,2432.070068,2432.070068,2432.070068,2432.070068,0
2012-01-25,2421.120117,2421.120117,2421.120117,2421.120117,2421.120117,0
2012-01-26,2460.399902,2460.399902,2460.399902,2460.399902,2460.399902,0
2012-01-27,2436.620117,2436.620117,2436.620117,2436.620117,2436.620117,0
2012-01-30,2404.620117,2404.620117,2404.620117,2404.620117,2404.620117,0
2012-01-31,2416.659912,2416.659912,2416.659912,2416.659912,2416.659912,0
2012-02-01,2470.790039,2470.790039,2470.790039,2470.790039,2470.790039,0
2012-02-02,2478.149902,2478.149902,2478.149902,2478.149902,2478.149902,0
2012-02-03,2515.149902,2515.149902,2515.149902,2515.149902,2515.149902,0
2012-02-06,2507.889893,2507.889893,2507.889893,2507.889893,2507.889893,0
2012-02-07,2514.120117,2514.120117,2514.120117,2514.120117,2514.120117,0
2012-02-08,2512.919922,2512.919922,2512.919922,2512.919922,2512.919922,0
2012-02-09,2522.340088,2522.340088,2522.340088,2522.340088,2522.340088,0
2012-02-10,2480.760010,2480.760010,2480.760010,2480.760010,2480.760010,0
2012-02-13,2491.540039,2491.540039,2491.540039,2491.540039,2491.540039,0
2012-02-14,2488.290039,2488.290039,2488.290039,2488.290039,2488.290039,0
2012-02-15,2493.959961,2493.959961,2493.959961,2493.959961,2493.959961,0
2012-02-16,2489.340088,2489.340088,2489.340088,2489.340088,2489.340088,0
2012-02-17,2520.310059,2520.310059,2520.310059,2520.310059,2520.310059,0
2012-02-20,2550.280029,2550.280029,2550.280029,2550.280029,2550.280029,0
2012-02-21,2541.600098,2541.600098,2541.600098,2541.600098,2541.600098,0
2012-02-22,2519.000000,2519.000000,2519.000000,2519.000000,2519.000000,0
2012-02-23,2508.080078,2508.080078,2508.080078,2508.080078,2508.080078,0
2012-02-24,2523.689941,2523.689941,2523.689941,2523.689941,2523.689941,0
2012-02-27,2513.060059,2513.060059,2513.060059,2513.060059,2513.060059,0
2012-02-28,2519.719971,2519.719971,2519.719971,2519.719971,2519.719971,0
2012-02-29,2512.110107,2512.110107,2512.110107,2512.110107,2512.110107,0
2012-03-01,2548.659912,2548.659912,2548.659912,2548.659912,2548.659912,0
2012-03-02,2546.159912,2546.159912,2546.159912,2546.159912,2546.159912,0
2012-03-05,2529.860107,2529.860107,2529.860107,2529.860107,2529.860107,0
2012-03-06,2443.520020,2443.520020,2443.520020,2443.520020,2443.520020,0
2012-03-07,2460.770020,2460.770020,2460.770020,2460.770020,2460.770020,0
2012-03-08,2514.219971,2514.219971,2514.219971,2514.219971,2514.219971,0
2012-03-09,2515.949951,2515.949951,2515.949951,2515.949951,2515.949951,0
2012-03-12,2514.969971,2514.969971,2514.969971,2514.969971,2514.969971,0
2012-03-13,2556.820068,2556.820068,2556.820068,2556.820068,2556.820068,0
2012-03-14,2574.790039,2574.790039,2574.790039,2574.790039,2574.790039,0
2012-03-15,2593.969971,2593.969971,2593.969971,2593.969971,2593.969971,0
2012-03-16,2608.300049,2608.300049,2608.300049,2608.300049,2608.300049,0
2012-03-19,2608.419922,2608.419922,2608.419922,2608.419922,2608.419922,0
2012-03-20,2576.610107,2576.610107,2576.610107,2576.610107,2576.610107,0
2012-03-21,2567.580078,2567.580078,2567.580078,2567.580078,2567.580078,0
2012-03-22,2530.219971,2530.219971,2530.219971,2530.219971,2530.219971,0
2012-03-23,2525.429932,2525.429932,2525.429932,2525.429932,2525.429932,0
2012-03-26,2539.870117,2539.870117,2539.870117,2539.870117,2539.870117,0
2012-03-27,2525.209961,2525.209961,2525.209961,2525.209961,2525.209961,0
2012-03-28,2496.689941,2496.689941,2496.689941,2496.689941,2496.689941,0
2012-03-29,2452.739990,2452.739990,2452.739990,2452.739990,2452.739990,0
2012-03-30,2477.280029,2477.280029,2477.280029,2477.280029,2477.280029,0
2012-04-02,2501.179932,2501.179932,2501.179932,2501.179932,2501.179932,0
2012-04-03,2458.979980,2458.979980,2458.979980,2458.979980,2458.979980,0
2012-04-04,2398.459961,2398.459961,2398.459961,2398.459961,2398.459961,0
2012-04-05,2392.540039,2392.540039,2392.540039,2392.540039,2392.540039,0
2012-04-10,2321.530029,2321.530029,2321.530029,2321.530029,2321.530029,0
2012-04-11,2341.360107,2341.360107,2341.360107,2341.360107,2341.360107,0
2012-04-12,2352.239990,2352.239990,2352.239990,2352.239990,2352.239990,0
2012-04-13,2291.510010,2291.510010,2291.510010,2291.510010,2291.510010,0
2012-04-16,2301.189941,2301.189941,2301.189941,2301.189941,2301.189941,0
2012-04-17,2367.050049,2367.050049,2367.050049,2367.050049,2367.050049,0
2012-04-18,2327.840088,2327.840088,2327.840088,2327.840088,2327.840088,0
2012-04-19,2284.669922,2284.669922,2284.669922,2284.669922,2284.669922,0
2012-04-20,2311.270020,2311.270020,2311.270020,2311.270020,2311.270020,0
2012-04-23,2244.830078,2244.830078,2244.830078,2244.830078,2244.830078,0
2012-04-24,2284.080078,2284.080078,2284.080078,2284.080078,2284.080078,0
2012-04-25,2322.909912,2322.909912,2322.909912,2322.909912,2322.909912,0
2012-04-26,2322.689941,2322.689941,2322.689941,2322.689941,2322.689941,0
2012-04-27,2344.020020,2344.020020,2344.020020,2344.020020,2344.020020,0
2012-04-30,2306.429932,2306.429932,2306.429932,2306.429932,2306.429932,0
2012-05-02,2306.689941,2306.689941,2290.310059,2290.310059,2290.310059,0
2012-05-03,2287.100098,2287.100098,2287.100098,2287.100098,2287.100098,0
2012-05-04,2248.340088,2248.340088,2248.340088,2248.340088,2248.340088,0
2012-05-07,2283.090088,2283.090088,2283.090088,2283.090088,2283.090088,0
2012-05-08,2236.110107,2236.110107,2236.110107,2236.110107,2236.110107,0
2012-05-09,2225.629883,2225.629883,2225.629883,2225.629883,2225.629883,0
2012-05-10,2247.379883,2247.379883,2247.379883,2247.379883,2247.379883,0
2012-05-11,2254.540039,2254.540039,2254.540039,2254.540039,2254.540039,0
2012-05-14,2201.949951,2201.949951,2201.949951,2201.949951,2201.949951,0
2012-05-15,2178.669922,2178.669922,2178.669922,2178.669922,2178.669922,0
2012-05-16,2175.340088,2175.340088,2175.340088,2175.340088,2175.340088,0
2012-05-18,2146.909912,2146.909912,2144.689941,2144.689941,2144.689941,0
2012-05-21,2150.159912,2150.159912,2150.159912,2150.159912,2150.159912,0
2012-05-22,2192.850098,2192.850098,2192.850098,2192.850098,2192.850098,0
2012-05-23,2134.050049,2134.050049,2134.050049,2134.050049,2134.050049,0
2012-05-24,2156.520020,2156.520020,2156.520020,2156.520020,2156.520020,0
2012-05-25,2161.870117,2161.870117,2161.870117,2161.870117,2161.870117,0
2012-05-29,2147.919922,2160.310059,2147.919922,2160.310059,2160.310059,0
2012-05-30,2116.179932,2116.179932,2116.179932,2116.179932,2116.179932,0
2012-05-31,2118.939941,2118.939941,2118.939941,2118.939941,2118.939941,0
2012-06-01,2068.659912,2068.659912,2068.659912,2068.659912,2068.659912,0
2012-06-04,2078.959961,2078.959961,2078.959961,2078.959961,2078.959961,0
2012-06-05,2087.310059,2087.310059,2087.310059,2087.310059,2087.310059,0
2012-06-06,2137.729980,2137.729980,2137.729980,2137.729980,2137.729980,0
2012-06-07,2143.080078,2143.080078,2143.080078,2143.080078,2143.080078,0
2012-06-08,2143.899902,2143.899902,2143.899902,2143.899902,2143.899902,0
2012-06-11,2137.699951,2137.699951,2137.699951,2137.699951,2137.699951,0
2012-06-12,2143.379883,2143.379883,2143.379883,2143.379883,2143.379883,0
2012-06-13,2143.500000,2143.500000,2143.500000,2143.500000,2143.500000,0
2012-06-14,2148.209961,2148.209961,2148.209961,2148.209961,2148.209961,0
2012-06-15,2181.229980,2181.229980,2181.229980,2181.229980,2181.229980,0
2012-06-18,2155.639893,2155.639893,2155.639893,2155.639893,2155.639893,0
2012-06-19,2198.010010,2198.010010,2198.010010,2198.010010,2198.010010,0
2012-06-20,2207.489990,2207.489990,2207.489990,2207.489990,2207.489990,0
2012-06-21,2199.419922,2199.419922,2199.419922,2199.419922,2199.419922,0
2012-06-22,2186.810059,2186.810059,2186.810059,2186.810059,2186.810059,0
2012-06-25,2130.709961,2130.709961,2130.709961,2130.709961,2130.709961,0
2012-06-26,2127.949951,2127.949951,2127.949951,2127.949951,2127.949951,0
2012-06-27,2165.610107,2165.610107,2165.610107,2165.610107,2165.610107,0
2012-06-28,2157.620117,2157.620117,2157.620117,2157.620117,2157.620117,0
2012-06-29,2264.719971,2264.719971,2264.719971,2264.719971,2264.719971,0
2012-07-02,2292.080078,2292.080078,2292.080078,2292.080078,2292.080078,0
2012-07-03,2320.429932,2320.429932,2320.429932,2320.429932,2320.429932,0
2012-07-04,2312.409912,2312.409912,2312.409912,2312.409912,2312.409912,0
2012-07-05,2284.919922,2284.919922,2284.919922,2284.919922,2284.919922,0
2012-07-06,2235.510010,2235.510010,2235.510010,2235.510010,2235.510010,0
2012-07-09,2227.909912,2227.909912,2227.909912,2227.909912,2227.909912,0
2012-07-10,2241.850098,2241.850098,2241.850098,2241.850098,2241.850098,0
2012-07-11,2246.229980,2246.229980,2246.229980,2246.229980,2246.229980,0
2012-07-12,2228.010010,2228.010010,2228.010010,2228.010010,2228.010010,0
2012-07-13,2259.090088,2259.090088,2259.090088,2259.090088,2259.090088,0
2012-07-16,2251.959961,2251.959961,2251.959961,2251.959961,2251.959961,0
2012-07-17,2250.750000,2250.750000,2250.750000,2250.750000,2250.750000,0
2012-07-18,2284.699951,2284.699951,2284.699951,2284.699951,2284.699951,0
2012-07-19,2302.449951,2302.449951,2302.449951,2302.449951,2302.449951,0
2012-07-20,2237.330078,2237.330078,2237.330078,2237.330078,2237.330078,0
2012-07-23,2179.310059,2179.310059,2179.310059,2179.310059,2179.310059,0
2012-07-24,2151.540039,2151.540039,2151.540039,2151.540039,2151.540039,0
2012-07-25,2159.090088,2159.090088,2159.090088,2159.090088,2159.090088,0
2012-07-26,2251.050049,2251.050049,2251.050049,2251.050049,2251.050049,0
2012-07-27,2301.229980,2301.229980,2301.229980,2301.229980,2301.229980,0
2012-07-30,2340.310059,2340.310059,2340.310059,2340.310059,2340.310059,0
2012-07-31,2325.719971,2325.719971,2325.719971,2325.719971,2325.719971,0
2012-08-02,2333.379883,2333.379883,2263.360107,2263.360107,2263.360107,0
2012-08-03,2372.580078,2372.580078,2372.580078,2372.580078,2372.580078,0
2012-08-06,2399.320068,2399.320068,2399.320068,2399.320068,2399.320068,0
2012-08-07,2440.239990,2440.239990,2440.239990,2440.239990,2440.239990,0
2012-08-08,2432.280029,2432.280029,2432.280029,2432.280029,2432.280029,0
2012-08-09,2437.040039,2437.040039,2437.040039,2437.040039,2437.040039,0
2012-08-10,2423.219971,2423.219971,2423.219971,2423.219971,2423.219971,0
2012-08-13,2415.959961,2415.959961,2415.959961,2415.959961,2415.959961,0
2012-08-14,2432.290039,2432.290039,2432.290039,2432.290039,2432.290039,0
2012-08-15,2430.389893,2430.389893,2430.389893,2430.389893,2430.389893,0
2012-08-16,2456.530029,2456.530029,2456.530029,2456.530029,2456.530029,0
2012-08-17,2471.530029,2471.530029,2471.530029,2471.530029,2471.530029,0
2012-08-20,2466.320068,2466.320068,2466.320068,2466.320068,2466.320068,0
2012-08-21,2490.270020,2490.270020,2490.270020,2490.270020,2490.270020,0
2012-08-22,2452.729980,2452.729980,2452.729980,2452.729980,2452.729980,0
2012-08-23,2429.169922,2429.169922,2429.169922,2429.169922,2429.169922,0
2012-08-24,2434.229980,2434.229980,2434.229980,2434.229980,2434.229980,0
2012-08-27,2461.820068,2461.820068,2461.820068,2461.820068,2461.820068,0
2012-08-28,2442.120117,2442.120117,2442.120117,2442.120117,2442.120117,0
2012-08-29,2434.229980,2434.229980,2434.229980,2434.229980,2434.229980,0
2012-08-30,2403.800049,2403.800049,2403.800049,2403.800049,2403.800049,0
2012-08-31,2440.709961,2440.709961,2440.709961,2440.709961,2440.709961,0
2012-09-03,2463.169922,2463.169922,2463.169922,2463.169922,2463.169922,0
2012-09-04,2436.540039,2436.540039,2436.540039,2436.540039,2436.540039,0
2012-09-05,2441.810059,2441.810059,2441.810059,2441.810059,2441.810059,0
2012-09-06,2524.949951,2524.949951,2524.949951,2524.949951,2524.949951,0
2012-09-07,2538.600098,2538.600098,2538.600098,2538.600098,2538.600098,0
2012-09-10,2528.530029,2528.530029,2528.530029,2528.530029,2528.530029,0
2012-09-11,2557.649902,2557.649902,2557.649902,2557.649902,2557.649902,0
2012-09-12,2564.800049,2564.800049,2564.800049,2564.800049,2564.800049,0
2012-09-13,2543.219971,2543.219971,2543.219971,2543.219971,2543.219971,0
2012-09-14,2594.560059,2594.560059,2594.560059,2594.560059,2594.560059,0
2012-09-17,2583.570068,2583.570068,2583.570068,2583.570068,2583.570068,0
2012-09-18,2553.399902,2553.399902,2553.399902,2553.399902,2553.399902,0
2012-09-19,2567.669922,2567.669922,2567.669922,2567.669922,2567.669922,0
2012-09-20,2553.030029,2553.030029,2553.030029,2553.030029,2553.030029,0
2012-09-21,2577.080078,2577.080078,2577.080078,2577.080078,2577.080078,0
2012-09-24,2557.889893,2557.889893,2557.889893,2557.889893,2557.889893,0
2012-09-25,2568.479980,2568.479980,2568.479980,2568.479980,2568.479980,0
2012-09-26,2498.520020,2498.520020,2498.520020,2498.520020,2498.520020,0
2012-09-27,2506.060059,2506.060059,2506.060059,2506.060059,2506.060059,0
2012-09-28,2454.260010,2454.260010,2454.260010,2454.260010,2454.260010,0
2012-10-01,2498.810059,2498.810059,2498.810059,2498.810059,2498.810059,0
2012-10-02,2493.590088,2493.590088,2493.590088,2493.590088,2493.590088,0
2012-10-03,2492.479980,2492.479980,2492.479980,2492.479980,2492.479980,0
2012-10-04,2485.750000,2485.750000,2485.750000,2485.750000,2485.750000,0
2012-10-05,2531.209961,2531.209961,2531.209961,2531.209961,2531.209961,0
2012-10-08,2496.090088,2496.090088,2496.090088,2496.090088,2496.090088,0
2012-10-09,2472.229980,2472.229980,2472.229980,2472.229980,2472.229980,0
2012-10-10,2456.540039,2456.540039,2456.540039,2456.540039,2456.540039,0
2012-10-11,2487.080078,2487.080078,2487.080078,2487.080078,2487.080078,0
2012-10-12,2469.090088,2469.090088,2469.090088,2469.090088,2469.090088,0
2012-10-15,2485.120117,2485.120117,2485.120117,2485.120117,2485.120117,0
2012-10-16,2547.899902,2547.899902,2547.899902,2547.899902,2547.899902,0
2012-10-17,2569.830078,2569.830078,2569.830078,2569.830078,2569.830078,0
2012-10-18,2574.189941,2574.189941,2574.189941,2574.189941,2574.189941,0
2012-10-19,2542.239990,2542.239990,2542.239990,2542.239990,2542.239990,0
2012-10-22,2531.100098,2531.100098,2531.100098,2531.100098,2531.100098,0
2012-10-23,2477.919922,2477.919922,2477.919922,2477.919922,2477.919922,0
2012-10-24,2490.580078,2490.580078,2490.580078,2490.580078,2490.580078,0
2012-10-25,2483.429932,2483.429932,2483.429932,2483.429932,2483.429932,0
2012-10-26,2496.100098,2496.100098,2496.100098,2496.100098,2496.100098,0
2012-10-29,2478.830078,2478.830078,2478.830078,2478.830078,2478.830078,0
2012-10-30,2515.989990,2515.989990,2515.989990,2515.989990,2515.989990,0
2012-10-31,2503.639893,2503.639893,2503.639893,2503.639893,2503.639893,0
2012-11-01,2533.870117,2533.870117,2533.870117,2533.870117,2533.870117,0
2012-11-02,2547.149902,2547.149902,2547.149902,2547.149902,2547.149902,0
2012-11-05,2517.669922,2517.669922,2517.669922,2517.669922,2517.669922,0
2012-11-06,2535.939941,2535.939941,2535.939941,2535.939941,2535.939941,0
2012-11-07,2479.100098,2479.100098,2479.100098,2479.100098,2479.100098,0
2012-11-08,2479.129883,2479.129883,2479.129883,2479.129883,2479.129883,0
2012-11-09,2479.820068,2479.820068,2479.820068,2479.820068,2479.820068,0
2012-11-12,2473.520020,2473.520020,2473.520020,2473.520020,2473.520020,0
2012-11-13,2493.139893,2493.139893,2493.139893,2493.139893,2493.139893,0
2012-11-14,2472.840088,2472.840088,2472.840088,2472.840088,2472.840088,0
2012-11-15,2461.770020,2461.770020,2461.770020,2461.770020,2461.770020,0
2012-11-16,2427.320068,2427.320068,2427.320068,2427.320068,2427.320068,0
2012-11-19,2495.209961,2495.209961,2495.209961,2495.209961,2495.209961,0
2012-11-20,2509.620117,2509.620117,2509.620117,2509.620117,2509.620117,0
2012-11-21,2519.679932,2519.679932,2519.679932,2519.679932,2519.679932,0
2012-11-22,2535.090088,2535.090088,2535.090088,2535.090088,2535.090088,0
2012-11-23,2557.030029,2557.030029,2557.030029,2557.030029,2557.030029,0
2012-11-26,2542.520020,2542.520020,2542.520020,2542.520020,2542.520020,0
2012-11-27,2543.449951,2543.449951,2543.449951,2543.449951,2543.449951,0
2012-11-28,2546.840088,2546.840088,2546.840088,2546.840088,2546.840088,0
2012-11-29,2581.689941,2581.689941,2581.689941,2581.689941,2581.689941,0
2012-11-30,2575.250000,2575.250000,2575.250000,2575.250000,2575.250000,0
2012-12-03,2582.360107,2582.360107,2582.360107,2582.360107,2582.360107,0
2012-12-04,2590.830078,2590.830078,2590.830078,2590.830078,2590.830078,0
2012-12-05,2592.090088,2592.090088,2592.090088,2592.090088,2592.090088,0
2012-12-06,2603.409912,2603.409912,2603.409912,2603.409912,2603.409912,0
2012-12-07,2601.370117,2601.370117,2601.370117,2601.370117,2601.370117,0
2012-12-10,2596.020020,2596.020020,2596.020020,2596.020020,2596.020020,0
2012-12-11,2624.030029,2624.030029,2624.030029,2624.030029,2624.030029,0
2012-12-12,2630.340088,2630.340088,2630.340088,2630.340088,2630.340088,0
2012-12-13,2627.659912,2627.659912,2627.659912,2627.659912,2627.659912,0
2012-12-14,2630.540039,2630.540039,2630.540039,2630.540039,2630.540039,0
2012-12-17,2628.010010,2628.010010,2628.010010,2628.010010,2628.010010,0
2012-12-18,2643.500000,2643.500000,2643.500000,2643.500000,2643.500000,0
2012-12-19,2654.689941,2654.689941,2654.689941,2654.689941,2654.689941,0
2012-12-20,2658.300049,2658.300049,2658.300049,2658.300049,2658.300049,0
2012-12-21,2651.090088,2651.090088,2651.090088,2651.090088,2651.090088,0
2012-12-27,2648.530029,2659.949951,2648.530029,2659.949951,2659.949951,0
2012-12-28,2626.850098,2626.850098,2626.850098,2626.850098,2626.850098,0
2013-01-03,2635.929932,2701.219971,2635.929932,2701.219971,2701.219971,0
2013-01-04,2709.350098,2709.350098,2709.350098,2709.350098,2709.350098,0
2013-01-07,2695.560059,2695.560059,2695.560059,2695.560059,2695.560059,0
2013-01-08,2691.449951,2691.449951,2691.449951,2691.449951,2691.449951,0
2013-01-09,2706.389893,2706.389893,2706.389893,2706.389893,2706.389893,0
2013-01-10,2708.270020,2708.270020,2708.270020,2708.270020,2708.270020,0
2013-01-11,2717.790039,2717.790039,2717.790039,2717.790039,2717.790039,0
2013-01-14,2715.159912,2715.159912,2715.159912,2715.159912,2715.159912,0
2013-01-15,2701.590088,2701.590088,2701.590088,2701.590088,2701.590088,0
2013-01-16,2702.540039,2702.540039,2702.540039,2702.540039,2702.540039,0
2013-01-17,2718.929932,2718.929932,2718.929932,2718.929932,2718.929932,0
2013-01-18,2709.590088,2709.590088,2709.590088,2709.590088,2709.590088,0
2013-01-21,2726.629883,2726.629883,2726.629883,2726.629883,2726.629883,0
2013-01-22,2716.699951,2716.699951,2716.699951,2716.699951,2716.699951,0
2013-01-23,2708.280029,2708.280029,2708.280029,2708.280029,2708.280029,0
2013-01-24,2722.959961,2722.959961,2722.959961,2722.959961,2722.959961,0
2013-01-25,2744.179932,2744.179932,2744.179932,2744.179932,2744.179932,0
2013-01-28,2744.500000,2744.500000,2744.500000,2744.500000,2744.500000,0
2013-01-29,2749.270020,2749.270020,2749.270020,2749.270020,2749.270020,0
2013-01-30,2732.120117,2732.120117,2732.120117,2732.120117,2732.120117,0
2013-01-31,2702.979980,2702.979980,2702.979980,2702.979980,2702.979980,0
2013-02-01,2710.080078,2710.080078,2710.080078,2710.080078,2710.080078,0
2013-02-04,2625.169922,2625.169922,2625.169922,2625.169922,2625.169922,0
2013-02-05,2651.209961,2651.209961,2651.209961,2651.209961,2651.209961,0
2013-02-06,2617.350098,2617.350098,2617.350098,2617.350098,2617.350098,0
2013-02-07,2597.919922,2597.919922,2597.919922,2597.919922,2597.919922,0
2013-02-08,2630.300049,2630.300049,2630.300049,2630.300049,2630.300049,0
2013-02-11,2622.610107,2622.610107,2622.610107,2622.610107,2622.610107,0
2013-02-12,2648.830078,2648.830078,2648.830078,2648.830078,2648.830078,0
2013-02-13,2656.860107,2656.860107,2656.860107,2656.860107,2656.860107,0
2013-02-14,2635.350098,2635.350098,2635.350098,2635.350098,2635.350098,0
2013-02-15,2615.260010,2615.260010,2615.260010,2615.260010,2615.260010,0
2013-02-18,2616.649902,2616.649902,2616.649902,2616.649902,2616.649902,0
2013-02-19,2662.370117,2662.370117,2662.370117,2662.370117,2662.370117,0
2013-02-20,2640.350098,2640.350098,2640.350098,2640.350098,2640.350098,0
2013-02-21,2579.760010,2579.760010,2579.760010,2579.760010,2579.760010,0
2013-02-22,2630.050049,2630.050049,2630.050049,2630.050049,2630.050049,0
2013-02-25,2651.860107,2651.860107,2651.860107,2651.860107,2651.860107,0
2013-02-26,2570.520020,2570.520020,2570.520020,2570.520020,2570.520020,0
2013-02-27,2611.889893,2611.889893,2611.889893,2611.889893,2611.889893,0
2013-02-28,2633.550049,2633.550049,2633.550049,2633.550049,2633.550049,0
2013-03-01,2616.750000,2616.750000,2616.750000,2616.750000,2616.750000,0
2013-03-04,2619.780029,2619.780029,2619.780029,2619.780029,2619.780029,0
2013-03-05,2683.020020,2683.020020,2683.020020,2683.020020,2683.020020,0
2013-03-06,2679.889893,2679.889893,2679.889893,2679.889893,2679.889893,0
2013-03-07,2690.850098,2690.850098,2690.850098,2690.850098,2690.850098,0
2013-03-08,2728.780029,2728.780029,2728.780029,2728.780029,2728.780029,0
2013-03-11,2718.709961,2718.709961,2718.709961,2718.709961,2718.709961,0
2013-03-12,2711.850098,2711.850098,2711.850098,2711.850098,2711.850098,0
2013-03-13,2704.729980,2704.729980,2704.729980,2704.729980,2704.729980,0
2013-03-14,2744.699951,2744.699951,2744.699951,2744.699951,2744.699951,0
2013-03-15,2725.719971,2725.719971,2725.719971,2725.719971,2725.719971,0
2013-03-18,2705.469971,2705.469971,2705.469971,2705.469971,2705.469971,0
2013-03-19,2671.959961,2671.959961,2671.959961,2671.959961,2671.959961,0
2013-03-20,2708.899902,2708.899902,2708.899902,2708.899902,2708.899902,0
2013-03-21,2683.919922,2683.919922,2683.919922,2683.919922,2683.919922,0
2013-03-22,2681.669922,2681.669922,2681.669922,2681.669922,2681.669922,0
2013-03-25,2649.280029,2649.280029,2649.280029,2649.280029,2649.280029,0
2013-03-26,2641.120117,2641.120117,2641.120117,2641.120117,2641.120117,0
2013-03-27,2612.459961,2612.459961,2612.459961,2612.459961,2612.459961,0
2013-03-28,2624.020020,2624.020020,2624.020020,2624.020020,2624.020020,0
2013-04-02,2679.800049,2679.800049,2679.800049,2679.800049,2679.800049,0
2013-04-03,2639.010010,2639.010010,2639.010010,2639.010010,2639.010010,0
2013-04-04,2621.429932,2621.429932,2621.429932,2621.429932,2621.429932,0
2013-04-05,2585.280029,2585.280029,2585.280029,2585.280029,2585.280029,0
2013-04-08,2589.250000,2589.250000,2589.250000,2589.250000,2589.250000,0
2013-04-09,2595.129883,2595.129883,2595.129883,2595.129883,2595.129883,0
2013-04-10,2661.620117,2661.620117,2661.620117,2661.620117,2661.620117,0
2013-04-11,2674.330078,2674.330078,2674.330078,2674.330078,2674.330078,0
2013-04-12,2633.469971,2633.469971,2633.469971,2633.469971,2633.469971,0
2013-04-15,2624.709961,2624.709961,2624.709961,2624.709961,2624.709961,0
2013-04-16,2609.300049,2609.300049,2609.300049,2609.300049,2609.300049,0
2013-04-17,2553.489990,2553.489990,2553.489990,2553.489990,2553.489990,0
2013-04-18,2555.500000,2555.500000,2555.500000,2555.500000,2555.500000,0
2013-04-19,2575.159912,2575.159912,2575.159912,2575.159912,2575.159912,0
2013-04-22,2583.620117,2583.620117,2583.620117,2583.620117,2583.620117,0
2013-04-23,2662.879883,2662.879883,2662.879883,2662.879883,2662.879883,0
2013-04-24,2702.050049,2702.050049,2702.050049,2702.050049,2702.050049,0
2013-04-25,2704.409912,2704.409912,2704.409912,2704.409912,2704.409912,0
2013-04-26,2683.429932,2683.429932,2683.429932,2683.429932,2683.429932,0
2013-04-29,2717.379883,2717.379883,2717.379883,2717.379883,2717.379883,0
2013-04-30,2712.000000,2712.000000,2712.000000,2712.000000,2712.000000,0
2013-05-02,2711.739990,2718.899902,2711.739990,2718.899902,2718.899902,0
2013-05-03,2763.679932,2763.679932,2763.679932,2763.679932,2763.679932,0
2013-05-06,2750.520020,2750.520020,2750.520020,2750.520020,2750.520020,0
2013-05-07,2769.080078,2769.080078,2769.080078,2769.080078,2769.080078,0
2013-05-08,2784.620117,2784.620117,2784.620117,2784.620117,2784.620117,0
2013-05-10,2773.159912,2785.239990,2773.159912,2785.239990,2785.239990,0
2013-05-13,2777.389893,2777.389893,2777.389893,2777.389893,2777.389893,0
2013-05-14,2795.629883,2795.629883,2795.629883,2795.629883,2795.629883,0
2013-05-15,2809.580078,2809.580078,2809.580078,2809.580078,2809.580078,0
2013-05-16,2806.699951,2806.699951,2806.699951,2806.699951,2806.699951,0
2013-05-17,2817.989990,2817.989990,2817.989990,2817.989990,2817.989990,0
